|V|=15, |E|=60

id   workload
0      1
1      831
2      201
3      112
4      865
5      396
6      235
7      158
8      884
9      243
10      239
11      843
12      412
13      831
14      1

src    dst
0      5
0      1
0      3
0      4
0      2
0      6
0      7
1      6
1      2
1      3
1      4
1      5
2      8
2      3
2      4
2      5
3      7
3      4
3      5
3      6
4      6
4      5
4      7
4      8
5      7
5      6
5      8
5      9
6      10
6      7
6      8
6      9
7      14
7      8
7      9
7      10
8      11
8      9
8      10
8      12
8      13
9      12
9      10
9      11
9      13
10      11
10      12
10      13
10      14
11      14
11      12
11      13
11      14
12      13
12      14
12      14
12      14
13      14
13      14
13      14
