|V|=85, |E|=1200

id   workload
0      1
1      126
2      412
3      585
4      852
5      780
6      32
7      404
8      797
9      586
10      470
11      319
12      434
13      621
14      423
15      40
16      894
17      584
18      10
19      865
20      331
21      759
22      256
23      104
24      445
25      269
26      407
27      48
28      993
29      985
30      570
31      206
32      253
33      688
34      888
35      150
36      71
37      374
38      958
39      270
40      293
41      757
42      960
43      537
44      738
45      59
46      833
47      581
48      353
49      571
50      679
51      18
52      882
53      860
54      636
55      892
56      24
57      47
58      545
59      502
60      659
61      746
62      920
63      134
64      973
65      954
66      72
67      746
68      790
69      293
70      474
71      521
72      852
73      840
74      263
75      937
76      858
77      825
78      824
79      292
80      102
81      264
82      656
83      494
84      1

src    dst
0      23
0      1
0      2
0      9
0      12
0      49
0      3
0      4
0      5
0      6
0      7
0      8
0      10
0      11
0      13
0      14
0      15
0      16
0      17
1      45
1      3
1      2
1      4
1      5
1      6
1      7
1      8
1      9
1      10
1      11
1      12
1      13
1      14
1      15
2      65
2      13
2      42
2      3
2      4
2      5
2      6
2      7
2      8
2      9
2      10
2      11
2      12
2      14
2      15
2      16
3      48
3      4
3      5
3      17
3      20
3      60
3      6
3      7
3      8
3      9
3      10
3      11
3      12
3      13
3      14
3      15
3      16
3      18
3      19
4      45
4      6
4      10
4      24
4      5
4      7
4      8
4      9
4      11
4      12
4      13
4      14
4      15
4      16
4      17
4      18
4      19
5      61
5      7
5      6
5      8
5      9
5      10
5      11
5      12
5      13
5      14
5      15
5      16
5      17
5      18
5      19
6      77
6      7
6      8
6      9
6      10
6      11
6      12
6      13
6      14
6      15
6      16
6      17
6      18
6      19
7      51
7      8
7      15
7      30
7      9
7      10
7      11
7      12
7      13
7      14
7      16
7      17
7      18
7      19
7      20
7      21
7      22
8      26
8      18
8      19
8      9
8      10
8      11
8      12
8      13
8      14
8      15
8      16
8      17
8      20
8      21
8      22
8      23
9      34
9      31
9      10
9      11
9      12
9      13
9      14
9      15
9      16
9      17
9      18
9      19
9      20
9      21
9      22
10      83
10      11
10      12
10      13
10      14
10      15
10      16
10      17
10      18
10      19
10      20
10      21
10      22
10      23
10      24
11      41
11      16
11      12
11      13
11      14
11      15
11      17
11      18
11      19
11      20
11      21
11      22
11      23
11      24
11      25
12      58
12      14
12      57
12      13
12      15
12      16
12      17
12      18
12      19
12      20
12      21
12      22
12      23
12      24
12      25
12      26
13      58
13      14
13      15
13      16
13      17
13      18
13      19
13      20
13      21
13      22
13      23
13      24
13      25
13      26
14      25
14      15
14      16
14      17
14      18
14      19
14      20
14      21
14      22
14      23
14      24
14      26
14      27
14      28
15      67
15      16
15      17
15      18
15      19
15      20
15      21
15      22
15      23
15      24
15      25
15      26
15      27
15      28
16      39
16      17
16      18
16      19
16      20
16      21
16      22
16      23
16      24
16      25
16      26
16      27
16      28
16      29
17      33
17      22
17      18
17      19
17      20
17      21
17      23
17      24
17      25
17      26
17      27
17      28
17      29
17      30
17      31
18      33
18      19
18      20
18      21
18      22
18      23
18      24
18      25
18      26
18      27
18      28
18      29
18      30
18      31
19      66
19      21
19      29
19      20
19      22
19      23
19      24
19      25
19      26
19      27
19      28
19      30
19      31
19      32
19      33
19      34
20      32
20      21
20      22
20      23
20      24
20      25
20      26
20      27
20      28
20      29
20      30
20      31
20      33
20      34
21      33
21      27
21      22
21      23
21      24
21      25
21      26
21      28
21      29
21      30
21      31
21      32
21      34
21      35
21      36
22      82
22      28
22      23
22      24
22      25
22      26
22      27
22      29
22      30
22      31
22      32
22      33
22      34
22      35
22      36
23      73
23      38
23      43
23      24
23      25
23      26
23      27
23      28
23      29
23      30
23      31
23      32
23      33
23      34
23      35
23      36
24      35
24      25
24      26
24      27
24      28
24      29
24      30
24      31
24      32
24      33
24      34
24      36
24      37
24      38
25      55
25      26
25      27
25      28
25      29
25      30
25      31
25      32
25      33
25      34
25      35
25      36
25      37
25      38
26      36
26      27
26      28
26      29
26      30
26      31
26      32
26      33
26      34
26      35
26      37
26      38
26      39
26      40
27      35
27      28
27      29
27      30
27      31
27      32
27      33
27      34
27      36
27      37
27      38
27      39
27      40
27      41
28      82
28      29
28      30
28      31
28      32
28      33
28      34
28      35
28      36
28      37
28      38
28      39
