|V|=20, |E|=80

id   workload
0      1
1      222
2      524
3      645
4      918
5      643
6      612
7      379
8      994
9      75
10      149
11      373
12      75
13      403
14      161
15      575
16      152
17      919
18      874
19      1

src    dst
0      8
0      1
0      2
0      3
0      4
0      5
1      14
1      4
1      2
1      3
1      5
2      3
2      5
2      4
2      6
2      7
3      10
3      6
3      12
3      4
3      5
3      7
4      18
4      5
4      6
4      7
5      9
5      6
5      7
5      8
6      7
6      8
6      9
6      10
7      9
7      8
7      10
7      11
8      17
8      11
8      9
8      10
8      12
9      19
9      16
9      10
9      11
9      12
10      13
10      11
10      12
10      14
11      15
11      12
11      13
11      14
12      13
12      14
12      15
12      16
13      17
13      14
13      15
13      16
14      19
14      15
14      16
14      17
15      17
15      16
15      18
16      17
16      18
16      19
17      19
17      18
17      19
18      19
18      19
18      19
