|V|=20, |E|=80

id   workload
0      1
1      923
2      570
3      359
4      215
5      616
6      181
7      613
8      22
9      290
10      832
11      790
12      505
13      654
14      882
15      362
16      696
17      642
18      795
19      1

src    dst
0      14
0      1
0      2
0      3
0      4
1      13
1      2
1      10
1      3
1      4
1      5
2      13
2      3
2      4
2      5
2      6
3      13
3      4
3      5
3      6
3      7
3      8
4      17
4      9
4      5
4      6
4      7
5      17
5      6
5      11
5      7
5      8
5      9
6      19
6      7
6      8
6      9
6      10
7      8
7      9
7      10
7      11
8      14
8      9
8      10
8      11
9      17
9      15
9      10
9      11
9      12
10      12
10      11
10      13
10      14
11      17
11      12
11      13
11      14
12      14
12      13
12      15
13      16
13      14
13      15
14      16
14      15
14      17
15      19
15      16
15      17
16      17
16      18
16      19
17      18
17      19
17      19
18      19
18      19
18      19
