|V|=15, |E|=60

id   workload
0      1
1      207
2      470
3      249
4      69
5      449
6      94
7      86
8      114
9      147
10      482
11      50
12      230
13      401
14      1

src    dst
0      4
0      1
0      2
0      3
0      7
0      5
0      6
0      8
1      11
1      2
1      3
1      4
2      11
2      5
2      6
2      9
2      3
2      4
2      7
3      12
3      4
3      5
3      6
4      12
4      13
4      5
4      6
4      7
5      14
5      6
5      7
5      8
6      11
6      7
6      8
6      9
7      8
7      9
7      10
7      11
8      14
8      9
8      10
8      11
9      10
9      11
9      12
9      13
10      12
10      11
10      13
11      14
11      12
11      13
12      14
12      13
12      14
13      14
13      14
13      14
