|V|=15, |E|=60

id   workload
0      1
1      448
2      702
3      658
4      100
5      536
6      507
7      219
8      951
9      98
10      631
11      848
12      892
13      909
14      1

src    dst
0      8
0      1
0      2
0      3
0      4
1      12
1      2
1      3
1      4
1      5
1      6
1      7
2      5
2      3
2      4
2      6
3      5
3      4
3      6
3      7
4      9
4      5
4      6
4      7
5      9
5      6
5      7
5      10
5      8
5      11
5      12
6      11
6      7
6      8
6      9
7      11
7      8
7      9
7      10
8      14
8      9
8      10
8      11
9      14
9      13
9      10
9      11
9      12
10      12
10      11
10      13
11      12
11      13
11      14
12      14
12      13
12      14
13      14
13      14
13      14
