|V|=15, |E|=60

id   workload
0      1
1      358
2      665
3      915
4      274
5      536
6      792
7      571
8      292
9      949
10      844
11      287
12      963
13      109
14      1

src    dst
0      13
0      1
0      2
0      3
0      4
0      5
1      8
1      3
1      2
1      4
1      5
2      12
2      4
2      5
2      3
2      6
2      7
3      6
3      4
3      5
3      7
4      11
4      5
4      6
4      7
5      6
5      7
5      8
5      9
5      10
6      9
6      7
6      8
6      10
7      11
7      10
7      8
7      9
7      12
8      14
8      9
8      10
8      11
9      12
9      10
9      11
9      13
10      13
10      11
10      12
10      14
11      12
11      13
11      14
12      14
12      13
12      14
13      14
13      14
13      14
