|V|=15, |E|=60

id   workload
0      1
1      166
2      291
3      320
4      31
5      306
6      70
7      336
8      460
9      255
10      154
11      210
12      300
13      224
14      1

src    dst
0      9
0      1
0      2
0      3
0      4
0      5
1      4
1      5
1      6
1      2
1      3
1      7
2      11
2      3
2      4
2      5
2      6
3      8
3      4
3      5
3      6
4      7
4      5
4      6
4      8
5      10
5      6
5      7
5      8
6      10
6      7
6      8
6      9
7      10
7      8
7      9
7      11
8      9
8      10
8      11
8      12
9      10
9      11
9      12
9      13
10      12
10      11
10      13
10      14
11      13
11      12
11      14
11      14
12      13
12      14
12      14
12      14
13      14
13      14
13      14
