|V|=15, |E|=60

id   workload
0      1
1      248
2      45
3      485
4      404
5      993
6      534
7      917
8      670
9      936
10      635
11      196
12      363
13      775
14      1

src    dst
0      11
0      1
0      2
0      3
0      4
0      5
1      5
1      3
1      2
1      4
1      6
2      11
2      3
2      4
2      5
3      5
3      4
3      6
3      7
3      8
4      11
4      6
4      5
4      7
4      8
5      8
5      6
5      7
5      9
6      7
6      8
6      9
6      10
7      12
7      9
7      8
7      10
7      11
8      11
8      9
8      10
8      12
9      10
9      11
9      12
9      13
10      11
10      12
10      13
10      14
11      13
11      12
11      14
11      14
12      14
12      13
12      14
13      14
13      14
13      14
