|V|=15, |E|=60

id   workload
0      1
1      121
2      727
3      46
4      570
5      333
6      142
7      351
8      441
9      738
10      889
11      162
12      553
13      940
14      1

src    dst
0      6
0      1
0      12
0      2
0      3
0      4
1      10
1      2
1      3
1      4
1      5
1      6
2      13
2      3
2      4
2      5
3      5
3      4
3      7
3      6
3      8
3      9
4      10
4      5
4      6
4      7
5      6
5      7
5      8
5      9
6      8
6      7
6      9
6      10
7      8
7      9
7      10
7      11
8      9
8      10
8      11
8      12
9      11
9      10
9      12
9      13
10      11
10      12
10      13
10      14
11      14
11      12
11      13
11      14
12      14
12      13
12      14
13      14
13      14
13      14
