|V|=25, |E|=200

id   workload
0      1
1      632
2      943
3      20
4      31
5      129
6      728
7      379
8      557
9      476
10      123
11      156
12      309
13      677
14      866
15      526
16      349
17      881
18      261
19      571
20      828
21      439
22      508
23      156
24      1

src    dst
0      12
0      1
0      2
0      8
0      13
0      18
0      3
0      4
0      5
0      6
0      7
0      9
0      10
1      24
1      10
1      14
1      2
1      3
1      4
1      5
1      6
1      7
1      8
2      23
2      3
2      4
2      5
2      6
2      7
2      8
2      9
2      10
3      15
3      4
3      5
3      9
3      6
3      7
3      8
3      10
3      11
3      12
3      13
4      11
4      6
4      7
4      5
4      8
4      9
4      10
4      12
4      13
4      14
5      17
5      6
5      7
5      8
5      9
5      10
5      11
5      12
6      22
6      7
6      8
6      9
6      10
6      11
6      12
6      13
7      23
7      8
7      9
7      10
7      11
7      12
7      13
7      14
8      11
8      9
8      10
8      12
8      13
8      14
8      15
8      16
9      12
9      10
9      11
9      13
9      14
9      15
9      16
9      17
10      11
10      12
10      13
10      14
10      15
10      16
10      17
10      18
11      16
11      12
11      13
11      14
11      15
11      17
11      18
11      19
12      15
12      13
12      14
12      16
12      17
12      18
12      19
12      20
13      19
13      14
13      15
13      16
13      17
13      18
13      20
13      21
14      19
14      15
14      16
14      17
14      18
14      20
14      21
14      22
15      20
15      16
15      17
15      18
15      19
15      21
15      22
15      23
16      20
16      17
16      18
16      19
16      21
16      22
16      23
16      24
17      19
17      18
17      20
17      21
17      22
17      23
17      24
17      24
18      21
18      19
18      20
18      22
18      23
18      24
18      24
18      24
19      21
19      20
19      22
19      23
19      24
19      24
19      24
20      22
20      21
20      23
20      24
20      24
20      24
20      24
21      22
21      23
21      24
21      24
21      24
21      24
21      24
22      23
22      24
22      24
22      24
22      24
22      24
22      24
23      24
23      24
23      24
23      24
23      24
23      24
23      24
