|V|=15, |E|=60

id   workload
0      1
1      123
2      836
3      827
4      869
5      255
6      51
7      367
8      121
9      894
10      723
11      935
12      964
13      891
14      1

src    dst
0      2
0      1
0      6
0      7
0      3
0      4
0      5
1      11
1      3
1      4
1      8
1      2
1      5
1      6
2      13
2      3
2      4
2      5
3      11
3      4
3      5
3      6
4      11
4      5
4      6
4      7
4      8
5      14
5      6
5      7
5      8
6      13
6      10
6      7
6      8
6      9
7      14
7      8
7      9
7      10
8      9
8      10
8      11
8      12
9      11
9      10
9      12
9      13
10      11
10      12
10      13
11      12
11      13
11      14
12      13
12      14
12      14
13      14
13      14
13      14
