|V|=15, |E|=60

id   workload
0      1
1      425
2      599
3      413
4      693
5      228
6      448
7      826
8      220
9      99
10      119
11      564
12      686
13      107
14      1

src    dst
0      3
0      1
0      2
0      6
0      4
0      5
0      7
1      13
1      2
1      3
1      4
2      9
2      4
2      10
2      3
2      5
2      6
3      11
3      5
3      4
3      6
3      7
4      11
4      8
4      5
4      6
4      7
5      9
5      7
5      6
5      8
5      10
6      11
6      7
6      8
6      9
7      14
7      8
7      9
7      10
8      13
8      9
8      10
8      11
9      14
9      10
9      11
9      12
10      14
10      11
10      12
11      12
11      13
11      14
12      14
12      13
12      14
13      14
13      14
13      14
