|V|=20, |E|=80

id   workload
0      1
1      664
2      788
3      184
4      593
5      167
6      839
7      56
8      567
9      755
10      915
11      85
12      182
13      54
14      145
15      772
16      633
17      266
18      906
19      1

src    dst
0      6
0      1
0      2
0      3
0      5
0      4
0      7
0      8
1      12
1      2
1      3
1      4
2      12
2      4
2      9
2      13
2      3
2      5
2      6
3      12
3      11
3      4
3      5
3      6
4      7
4      5
4      6
4      8
5      15
5      8
5      6
5      7
5      9
6      15
6      7
6      8
6      9
7      10
7      8
7      9
7      11
8      16
8      14
8      9
8      10
8      11
9      19
9      10
9      11
9      12
10      18
10      11
10      12
10      13
11      17
11      12
11      13
11      14
12      19
12      13
12      14
12      15
13      18
13      14
13      15
14      19
14      15
14      16
15      16
15      17
15      18
16      19
16      17
16      18
17      18
17      19
17      19
18      19
18      19
18      19
