|V|=15, |E|=60

id   workload
0      1
1      287
2      46
3      265
4      497
5      17
6      292
7      31
8      431
9      367
10      422
11      114
12      494
13      327
14      1

src    dst
0      9
0      1
0      2
0      3
0      4
0      5
0      6
0      7
0      8
1      7
1      2
1      3
1      4
2      13
2      3
2      4
2      5
3      13
3      4
3      5
3      6
4      8
4      5
4      6
4      7
5      6
5      7
5      8
5      9
6      12
6      7
6      8
6      9
7      13
7      11
7      8
7      9
7      10
8      13
8      9
8      10
8      11
9      10
9      11
9      12
9      13
10      13
10      11
10      12
10      14
11      13
11      12
11      14
11      14
12      13
12      14
12      14
13      14
13      14
13      14
