|V|=20, |E|=80

id   workload
0      1
1      723
2      954
3      650
4      118
5      203
6      33
7      249
8      846
9      706
10      531
11      411
12      880
13      777
14      576
15      416
16      936
17      602
18      314
19      1

src    dst
0      10
0      1
0      2
0      4
0      6
0      9
0      3
0      5
0      7
1      16
1      2
1      3
1      4
2      18
2      3
2      5
2      4
2      6
2      7
3      13
3      4
3      5
3      6
4      7
4      5
4      6
4      8
5      19
5      6
5      7
5      8
6      15
6      7
6      8
6      9
7      18
7      8
7      9
7      10
7      11
8      17
8      9
8      10
8      11
9      11
9      10
9      12
9      13
10      12
10      11
10      13
10      14
11      18
11      12
11      13
11      14
12      16
12      13
12      14
12      15
13      15
13      14
13      16
13      17
13      18
14      15
14      16
14      17
15      19
15      16
15      17
16      18
16      17
16      19
17      19
17      18
17      19
18      19
18      19
18      19
