|V|=20, |E|=80

id   workload
0      1
1      230
2      957
3      529
4      989
5      773
6      740
7      311
8      444
9      734
10      500
11      916
12      174
13      215
14      331
15      948
16      543
17      898
18      244
19      1

src    dst
0      19
0      1
0      2
0      4
0      3
0      5
0      6
1      10
1      3
1      2
1      4
1      5
2      6
2      5
2      3
2      4
2      7
3      14
3      7
3      8
3      11
3      4
3      5
3      6
4      10
4      5
4      6
4      7
5      12
5      6
5      7
5      8
6      13
6      9
6      7
6      8
6      10
7      19
7      8
7      9
7      10
8      13
8      9
8      10
8      11
9      10
9      11
9      12
9      13
10      12
10      11
10      13
10      14
11      12
11      13
11      14
11      15
12      13
12      14
12      15
12      16
13      16
13      14
13      15
13      17
14      15
14      16
14      17
15      17
15      16
15      18
16      18
16      17
16      19
17      18
17      19
17      19
18      19
18      19
18      19
