|V|=20, |E|=80

id   workload
0      1
1      94
2      652
3      42
4      707
5      301
6      489
7      280
8      795
9      215
10      594
11      560
12      505
13      640
14      239
15      873
16      862
17      112
18      703
19      1

src    dst
0      13
0      1
0      3
0      7
0      2
0      4
0      5
1      14
1      2
1      4
1      3
1      5
1      6
2      12
2      5
2      3
2      4
2      6
3      18
3      4
3      5
3      6
4      18
4      6
4      9
4      5
4      7
4      8
5      16
5      10
5      6
5      7
5      8
6      12
6      7
6      8
6      9
7      13
7      8
7      11
7      9
7      10
7      12
8      17
8      9
8      10
8      11
9      18
9      10
9      11
9      12
10      19
10      11
10      12
10      13
11      14
11      12
11      13
12      16
12      15
12      13
12      14
13      16
13      14
13      15
14      17
14      15
14      16
15      19
15      16
15      17
16      19
16      17
16      18
17      18
17      19
17      19
18      19
18      19
18      19
