|V|=15, |E|=60

id   workload
0      1
1      121
2      785
3      617
4      863
5      950
6      930
7      368
8      11
9      311
10      23
11      520
12      176
13      916
14      1

src    dst
0      5
0      1
0      2
0      3
0      4
0      6
0      7
0      8
0      9
1      12
1      8
1      2
1      3
1      4
2      13
2      7
2      3
2      4
2      5
3      14
3      4
3      5
3      6
4      13
4      5
4      6
4      7
5      10
5      6
5      7
5      8
6      10
6      7
6      8
6      9
7      9
7      8
7      10
7      11
8      12
8      9
8      10
8      11
9      13
9      10
9      11
9      12
10      11
10      12
10      13
10      14
11      14
11      12
11      13
12      13
12      14
12      14
13      14
13      14
13      14
