|V|=15, |E|=60

id   workload
0      1
1      52
2      332
3      290
4      270
5      418
6      332
7      120
8      460
9      285
10      334
11      470
12      53
13      70
14      1

src    dst
0      12
0      1
0      2
0      3
0      4
1      3
1      2
1      4
1      5
1      6
1      7
2      7
2      3
2      4
2      5
3      5
3      4
3      6
3      7
4      12
4      5
4      6
4      7
5      11
5      6
5      7
5      8
5      9
6      8
6      7
6      9
6      10
7      12
7      8
7      9
7      10
8      11
8      9
8      10
8      12
8      13
9      12
9      10
9      11
9      13
9      14
10      14
10      11
10      12
10      13
11      13
11      12
11      14
11      14
12      14
12      13
12      14
13      14
13      14
13      14
