|V|=20, |E|=80

id   workload
0      1
1      593
2      447
3      314
4      645
5      631
6      725
7      78
8      975
9      267
10      908
11      18
12      29
13      380
14      934
15      380
16      998
17      640
18      139
19      1

src    dst
0      19
0      1
0      3
0      6
0      2
0      4
0      5
1      13
1      2
1      3
1      4
1      5
2      4
2      3
2      5
2      6
3      10
3      4
3      5
3      6
4      7
4      5
4      6
4      8
4      9
5      19
5      6
5      7
5      8
6      10
6      8
6      9
6      7
6      11
6      12
7      13
7      8
7      9
7      10
8      15
8      9
8      10
8      11
9      15
9      12
9      10
9      11
9      13
10      17
10      11
10      12
10      13
10      14
11      15
11      12
11      13
11      14
12      16
12      13
12      14
13      17
13      14
13      15
13      16
14      19
14      15
14      16
15      17
15      16
15      18
16      17
16      18
16      19
17      19
17      18
17      19
17      19
18      19
18      19
18      19
