|V|=20, |E|=80

id   workload
0      1
1      484
2      789
3      735
4      860
5      170
6      79
7      915
8      26
9      943
10      353
11      696
12      835
13      522
14      802
15      705
16      917
17      375
18      17
19      1

src    dst
0      11
0      1
0      3
0      5
0      6
0      8
0      2
0      4
0      7
1      18
1      2
1      3
1      4
1      5
2      7
2      3
2      4
2      5
3      13
3      4
3      5
3      6
3      7
4      18
4      5
4      6
4      7
5      10
5      6
5      7
5      8
6      12
6      9
6      7
6      8
6      10
7      18
7      16
7      8
7      9
7      10
8      17
8      9
8      10
8      11
9      11
9      10
9      12
9      13
10      17
10      14
10      11
10      12
10      13
11      18
11      12
11      13
11      14
12      18
12      13
12      14
12      15
13      15
13      14
13      16
14      18
14      15
14      16
15      19
15      16
15      17
16      18
16      17
16      19
17      18
17      19
17      19
18      19
18      19
18      19
