|V|=20, |E|=80

id   workload
0      1
1      159
2      189
3      197
4      412
5      28
6      374
7      295
8      464
9      144
10      449
11      50
12      468
13      185
14      10
15      372
16      121
17      281
18      106
19      1

src    dst
0      3
0      1
0      2
0      4
0      5
0      6
1      7
1      2
1      3
1      4
2      18
2      3
2      4
2      5
3      10
3      4
3      9
3      5
3      6
3      7
4      16
4      5
4      8
4      12
4      6
4      7
4      9
5      10
5      6
5      11
5      7
5      8
5      9
6      14
6      7
6      8
6      9
7      17
7      8
7      9
7      10
8      19
8      9
8      10
8      11
9      16
9      10
9      11
9      12
10      15
10      11
10      12
10      13
11      18
11      12
11      13
11      14
12      13
12      14
12      15
12      16
13      18
13      14
13      15
13      16
14      19
14      15
14      16
15      17
15      16
15      18
16      19
16      17
16      18
17      18
17      19
17      19
18      19
18      19
18      19
