|V|=15, |E|=60

id   workload
0      1
1      103
2      81
3      13
4      420
5      362
6      372
7      125
8      463
9      469
10      26
11      40
12      383
13      48
14      1

src    dst
0      9
0      1
0      2
0      4
0      3
0      5
0      6
1      8
1      3
1      2
1      4
1      5
2      10
2      7
2      3
2      4
2      5
3      6
3      5
3      4
3      7
3      8
4      9
4      5
4      6
4      7
5      12
5      6
5      7
5      8
6      9
6      7
6      8
6      10
7      10
7      8
7      9
7      11
8      14
8      9
8      10
8      11
9      10
9      11
9      12
9      13
10      11
10      12
10      13
10      14
11      12
11      13
11      14
11      14
12      13
12      14
12      14
13      14
13      14
13      14
