cost        CG2        HBCS        ScaleStar
1        4191.55        5176.28        4265
2        3213.62        4233.41        3217.24
3        2727.21        3193.15        2746.27
4        2244.77        2983.98        2304.69
5        2069.17        2466.26        2072.5
6        1905.19        2174.5        1919.85
7        1773.44        1776.74        1795.47
8        1686.85        1720.12        1795.47
9        1617.09        1684.91        1795.47
10        1542.48        1677.34        1795.47
11        1494.08        1629.07        1795.47
12        1450.83        1600.28        1795.47
13        1412.23        1595.91        1795.47
14        1383.54        1579.45        1795.47
15        1351.47        1522.11        1795.47
16        1326.39        1502        1795.47
17        1308.55        1498.92        1795.47
18        1284.32        1485.22        1795.47
19        1266.17        1485.22        1795.47
20        1248        1248        1795.47
