cost        CG2        HBCS        ScaleStar
2        4185.3        5145.09        4206.55
3        3208.44        4110.64        3214.74
4        2717.56        3131.44        2726.63
5        2236.04        2978.02        2280.31
6        2063.56        2583.05        2063.42
7        1899.08        2188.93        1897.6
8        1763.26        1772.11        1791.42
9        1683.33        1726.85        1791.42
10        1608.79        1701.67        1791.42
11        1541.78        1663.17        1791.42
12        1492.12        1648.87        1791.42
13        1449.61        1631.98        1791.42
14        1410.79        1592.18        1791.42
15        1380.4        1576.14        1791.42
16        1349.98        1543.09        1791.42
17        1326.32        1520.23        1791.42
18        1303.07        1496.03        1791.42
19        1281.5        1494.9        1791.42
20        1264.24        1486.67        1791.42
21        1247.59        1247.59        1791.42
