cost        CG2        HBCS        ScaleStar
1        4365.42        5310.62        4373.5
2        3331.83        4136.14        3337.56
3        2830.75        3322.48        2840.31
4        2394.63        2768.91        2375.29
5        2142.82        2532.75        2148.41
6        1971.82        2222.29        1971.75
7        1829.8        1842.8        1862.1
8        1746.36        1779.22        1862.1
9        1669.78        1755.45        1862.1
10        1601.01        1741.05        1862.1
11        1550.35        1716.61        1862.1
12        1506.05        1691.49        1862.1
13        1465.32        1659.57        1862.1
14        1431.49        1641.44        1862.1
15        1402.36        1600.13        1862.1
16        1376.05        1560.78        1862.1
17        1354.33        1556.26        1862.1
18        1331.15        1539.75        1862.1
19        1312.73        1533.45        1862.1
20        1294.11        1294.11        1862.1
