cost        CG2        HBCS        ScaleStar
2        3948.48        4762.99        4017.96
3        3032.39        3850.51        3036.85
4        2568.08        3017.94        2568.93
5        2110.14        2820.38        2161.49
6        1946.44        2303.23        1949.42
7        1794.5        2025.67        1803.75
8        1665.09        1671.08        1687.51
9        1586.43        1615.28        1687.51
10        1514.22        1597.27        1687.51
11        1452.86        1559.28        1687.51
12        1405.83        1524.07        1687.51
13        1362.47        1511.03        1687.51
14        1329.29        1495.13        1687.51
15        1300.08        1467.22        1687.51
16        1271.55        1439.19        1687.51
17        1248.72        1422.56        1687.51
18        1228.36        1403.99        1687.51
19        1208.84        1402.54        1687.51
20        1192.73        1393.76        1687.51
21        1176.09        1176.09        1687.51
