cost        CG2        HBCS        ScaleStar
1        4602.98        5499.3        4612.75
2        3508.39        4505.22        3521.56
3        2971.19        3446.12        2981.81
4        2443.76        3118.17        2495.61
5        2252.72        2919.98        2255.35
6        2072.6        2322        2084
7        1926.71        1940.85        1958.06
8        1837.46        1888.55        1958.06
9        1754.78        1852.36        1958.06
10        1683.1        1831.16        1958.06
11        1630.33        1792.69        1958.06
12        1583.88        1759.93        1958.06
13        1541.42        1733.02        1958.06
14        1504.26        1697.64        1958.06
15        1474.43        1671.87        1958.06
16        1447.56        1649.4        1958.06
17        1424.2        1639.45        1958.06
18        1400.51        1624.93        1958.06
19        1381.63        1616.85        1958.06
20        1362.56        1362.56        1958.06
