cost        CG2        HBCS        ScaleStar
2        3810.8        4695.22        3845.86
3        2921.27        3693.29        2922.12
4        2472.05        2942.52        2479.63
5        2028.56        2626.54        2077.79
6        1875.85        2422.04        1881.44
7        1726.18        1825.91        1732.05
8        1604.98        1605.65        1630.12
9        1530.43        1556.56        1630.12
10        1461.15        1546.75        1630.12
11        1401.6        1517.31        1630.12
12        1356.69        1485.5        1630.12
13        1314.64        1466.74        1630.12
14        1283.11        1440.21        1630.12
15        1252.51        1425.11        1630.12
16        1225.91        1396.31        1630.12
17        1204.02        1381.38        1630.12
18        1185.24        1365.62        1630.12
19        1166.5        1353.12        1630.12
20        1150.65        1345.37        1630.12
21        1135.27        1135.27        1630.12
