cost        CG2        HBCS        ScaleStar
2        4276.1        5126.95        4268.02
3        3258.65        4192.16        3258.3
4        2756.51        3079.94        2758.64
5        2277.82        2772.38        2314.58
6        2093.44        2649.77        2095.85
7        1930.64        2058.52        1930.6
8        1789.89        1801.01        1815.92
9        1706.34        1750.52        1815.92
10        1636.57        1720.2        1815.92
11        1563.28        1688.77        1815.92
12        1513.2        1671.24        1815.92
13        1469.28        1632.2        1815.92
14        1430.07        1622.84        1815.92
15        1399.16        1582.35        1815.92
16        1368.27        1561.99        1815.92
17        1343.51        1533.69        1815.92
18        1322.66        1531.36        1815.92
19        1300.26        1520.76        1815.92
20        1282.73        1510.29        1815.92
21        1264.66        1264.66        1815.92
