cost        CG2        HBCS        ScaleStar
2        4020.3        4952.96        4041.98
3        3080.84        4015.84        3082.75
4        2607.39        3113.35        2614.83
5        2145.84        2803.88        2190.18
6        1981.01        2455.59        1980.37
7        1823.9        2068.7        1827.02
8        1691.69        1697.21        1718
9        1614.34        1657.6        1718
10        1545.12        1617.96        1718
11        1480.76        1602.97        1718
12        1431.39        1586.22        1718
13        1393.22        1552.71        1718
14        1353.26        1541.4        1718
15        1323.57        1503.19        1718
16        1293.95        1482.81        1718
17        1270.32        1471.05        1718
18        1250.27        1445.83        1718
19        1229.8        1432.6        1718
20        1212.79        1419.98        1718
21        1196.81        1196.81        1718
