cost        CG2        HBCS        ScaleStar
2        3786.87        4508.95        3806.42
3        2913.5        3788.79        2917.25
4        2465.76        2867.67        2474.19
5        2027.27        2763.83        2081.92
6        1872.89        2368.44        1872.75
7        1723.5        1969.19        1723.92
8        1602.41        1611.83        1626.53
9        1524.92        1560.06        1626.53
10        1458.7        1518.57        1626.53
11        1399.81        1502.67        1626.53
12        1352.92        1489.57        1626.53
13        1311.12        1458.12        1626.53
14        1279.11        1424.55        1626.53
15        1249.64        1410.63        1626.53
16        1223.29        1394.41        1626.53
17        1201.39        1369.5        1626.53
18        1182.05        1358.98        1626.53
19        1163.7        1351.6        1626.53
20        1147.6        1338.61        1626.53
21        1132.22        1132.22        1626.53
