cost        CG2        HBCS        ScaleStar
2        4252.95        5075.54        4273.35
3        3250.38        4087.41        3253.56
4        2753.34        3223.95        2755.25
5        2269.83        2833.8        2254.39
6        2088.71        2614.58        2097.85
7        1922.39        2026.45        1934.79
8        1791.39        1788.8        1818.55
9        1705.57        1742.22        1818.55
10        1629.36        1712.94        1818.55
11        1561.06        1693.68        1818.55
12        1511.36        1673.36        1818.55
13        1464.37        1631.3        1818.55
14        1428.78        1605.73        1818.55
15        1395.93        1577.77        1818.55
16        1367.1        1562.8        1818.55
17        1342.15        1538.86        1818.55
18        1320.11        1518.15        1818.55
19        1298.81        1511.81        1818.55
20        1281.05        1501.76        1818.55
21        1263.48        1490.24        1818.55
