cost        CG2        HBCS        ScaleStar
2        3439.1        4269.9        3488.82
3        2642.86        3415.65        2645.84
4        2239.89        2718.51        2243.93
5        1904.28        2398.2        1874.75
6        1698.16        2139.02        1701.13
7        1563.65        1727.41        1570.23
8        1452.58        1527.1        1472.13
9        1385.22        1396.66        1472.13
10        1324.51        1373.42        1472.13
11        1266.31        1356.99        1472.13
12        1227.25        1329.82        1472.13
13        1197.95        1311.08        1472.13
14        1162.04        1292.74        1472.13
15        1136.44        1275.5        1472.13
16        1109.61        1254.09        1472.13
17        1090.03        1232.17        1472.13
18        1073.08        1226.57        1472.13
19        1054.55        1220.38        1472.13
20        1040.31        1210.52        1472.13
21        1025.58        1025.58        1472.13
