cost        CG2        HBCS        ScaleStar
2        8765.94        13071.19        8770.82
3        6101.75        10092.09        6091.7
4        5105.31        7547.87        5089.62
5        4569.57        5059.37        5056.4
6        4203.25        4202.11        5056.4
7        3954.12        3995.92        5056.4
8        3771.64        3907        5056.4
9        3631.76        3818.15        5056.4
10        3533.01        3743.41        5056.4
11        3440.91        3683.74        5056.4
12        3367.73        3641.75        5056.4
13        3305.19        3602.75        5056.4
14        3250.33        3566.37        5056.4
15        3206.98        3528.23        5056.4
16        3168.25        3491.39        5056.4
17        3133.22        3460.05        5056.4
18        3103.23        3434.92        5056.4
19        3074.58        3420.5        5056.4
20        3048.98        3405.95        5056.4
21        3027.68        3027.68        5056.4
