cost        CG2        HBCS        ScaleStar
1        7930.96        11956.56        7939.68
2        5515.97        8805.47        5516.04
3        4685.95        6988.31        4593.15
4        4154.68        4671.7        4563.72
5        3809.84        3961.3        4563.72
6        3576.82        3615.43        4563.72
7        3413.1        3531.29        4563.72
8        3290.22        3462.34        4563.72
9        3194.94        3400.15        4563.72
10        3115.83        3340.87        4563.72
11        3048.97        3297.21        4563.72
12        2990.56        3256.58        4563.72
13        2942.58        3240.23        4563.72
14        2902.33        3195.81        4563.72
15        2867.53        3163.72        4563.72
16        2835.54        3134.08        4563.72
17        2808.13        3115.76        4563.72
18        2782.87        3097.06        4563.72
19        2759.08        3078.41        4563.72
20        2739.28        2739.28        4563.72
