cost        CG2        HBCS        ScaleStar
1        8747.61        12963.01        8752.5
2        6081.23        9956.31        6080.67
3        5129.34        7582.37        5066.19
4        4558        4963.94        5037.4
5        4193.75        4293.53        5037.4
6        3947.22        3992.49        5037.4
7        3764.11        3912.55        5037.4
8        3626.17        3823        5037.4
9        3522.96        3744.24        5037.4
10        3435.71        3673.16        5037.4
11        3361.15        3622.55        5037.4
12        3297.78        3600.77        5037.4
13        3244.98        3562.11        5037.4
14        3200.43        3528.83        5037.4
15        3162.25        3487.7        5037.4
16        3127.31        3460.94        5037.4
17        3096.21        3436.12        5037.4
18        3068.01        3409.9        5037.4
19        3042.13        3396.72        5037.4
20        3020.68        3020.68        5037.4
