cost        CG2        HBCS        ScaleStar
1        8444.22        12642.3        8452.09
2        5863.27        9572.81        5861.64
3        4963.86        7307.1        4893.14
4        4409.63        4844.23        4859.56
5        4050.31        4213.59        4859.56
6        3804.54        3851.17        4859.56
7        3627.79        3762.81        4859.56
8        3495.7        3679.52        4859.56
9        3395.28        3597.03        4859.56
10        3309.55        3535.12        4859.56
11        3240.94        3494.67        4859.56
12        3180.12        3460.13        4859.56
13        3128.26        3433.94        4859.56
14        3085.01        3401.01        4859.56
15        3048.47        3364.85        4859.56
16        3014.22        3339.87        4859.56
17        2984.72        3310.16        4859.56
18        2958.8        3285.09        4859.56
19        2934.11        3269.39        4859.56
20        2913.4        2913.4        4859.56
