cost        CG2        HBCS        ScaleStar
2        9381.5        14173.67        9392.55
3        6526.14        10916.76        6520.4
4        5466.22        8154.91        5445.5
5        4892.55        5587.93        5399.04
6        4495.95        4493.43        5399.04
7        4228.87        4277.89        5399.04
8        4033.2        4177.84        5399.04
9        3887.45        4095.6        5399.04
10        3775.28        4007.74        5399.04
11        3683.98        3933.48        5399.04
12        3604.11        3907.32        5399.04
13        3533.97        3862.36        5399.04
14        3478.51        3822.44        5399.04
15        3431.22        3786.37        5399.04
16        3389.24        3744.4        5399.04
17        3352.27        3706.76        5399.04
18        3319.03        3680.42        5399.04
19        3288.75        3651.07        5399.04
20        3261.03        3634.94        5399.04
21        3237.88        3614.3        5399.04
