cost        CG2        HBCS        ScaleStar
2        9122.29        13679.8        9132.28
3        6342.86        10248.92        6345.55
4        5356.61        7708.62        5298.63
5        4774.82        5311.52        5256.42
6        4382.28        4393.46        5256.42
7        4115.47        4159.12        5256.42
8        3926.71        4071.64        5256.42
9        3783.93        3993.26        5256.42
10        3677.78        3919.86        5256.42
11        3584.19        3846.57        5256.42
12        3506.92        3786.97        5256.42
13        3441.3        3750.6        5256.42
14        3384.15        3716.97        5256.42
15        3339.11        3676.81        5256.42
16        3298.87        3645.9        5256.42
17        3261.76        3622.19        5256.42
18        3230.4        3589.13        5256.42
19        3200.36        3562.57        5256.42
20        3172.97        3539.86        5256.42
21        3150.88        3150.88        5256.42
