cost        CG2        HBCS        ScaleStar
2        8750.06        13083.55        8750.91
3        6071.64        9686.42        6073.98
4        5110.01        7699.02        5062.94
5        4559.89        5175.05        5029.22
6        4193.52        4219.71        5029.22
7        3943.15        3984.21        5029.22
8        3760.14        3909.12        5029.22
9        3622.25        3808.9        5029.22
10        3520.03        3741.36        5029.22
11        3428.76        3678.17        5029.22
12        3355.83        3623.2        5029.22
13        3292.37        3584.73        5029.22
14        3240.28        3565.86        5029.22
15        3194.23        3514.61        5029.22
16        3157.55        3469.22        5029.22
17        3122.41        3447.48        5029.22
18        3091.04        3435        5029.22
19        3063.71        3416.85        5029.22
20        3037.34        3388.25        5029.22
21        3015.6        3015.6        5029.22
