cost        CG2        HBCS        ScaleStar
1        8648.79        12873.22        8646.66
2        6002.6        9980.79        6006.56
3        5086.4        7439.23        5011.78
4        4518.86        5026.7        4985.57
5        4147.14        4193.19        4985.57
6        3898.75        3936.86        4985.57
7        3718.39        3852.58        4985.57
8        3583.75        3788.65        4985.57
9        3481.06        3697.68        4985.57
10        3393.75        3636.9        4985.57
11        3322.43        3583.47        4985.57
12        3259.66        3546.38        4985.57
13        3207.64        3527.59        4985.57
14        3161.41        3481.13        4985.57
15        3124.93        3444.9        4985.57
16        3089.79        3417.37        4985.57
17        3060.47        3387.17        4985.57
18        3032.27        3377.36        4985.57
19        3006.25        3355.9        4985.57
20        2986.2        3332.01        4985.57
