cost        CG2        HBCS        ScaleStar
2        9160.03        13750.96        9173.2
3        6366.5        10422.96        6366.5
4        5372.64        7897.22        5314.02
5        4784.84        5322.99        5279.46
6        4395.87        4402.77        5279.46
7        4133.73        4176.21        5279.46
8        3943.07        4086.31        5279.46
9        3798.7        4005.88        5279.46
10        3688.69        3934.7        5279.46
11        3600.12        3850.7        5279.46
12        3523.79        3804.54        5279.46
13        3455.97        3769.93        5279.46
14        3399.2        3727.28        5279.46
15        3351.37        3693.91        5279.46
16        3312.21        3664.42        5279.46
17        3276.48        3628.34        5279.46
18        3243.55        3601.19        5279.46
19        3215.58        3572.86        5279.46
20        3187.37        3556.01        5279.46
21        3165.4        3165.4        5279.46
