cost        CG2        HBCS        ScaleStar
1        7429.48        11225.5        7440.74
2        5177.54        8225.92        5161.96
3        4377.59        6524.21        4303.46
4        3881.05        4399.2        4273.35
5        3561.35        3593.62        4273.35
6        3347.27        3382.77        4273.35
7        3193.65        3297.33        4273.35
8        3077.68        3227.14        4273.35
9        2987.86        3174.25        4273.35
10        2912.73        3119.06        4273.35
11        2850.56        3077.83        4273.35
12        2797.61        3045.36        4273.35
13        2753.96        3021.33        4273.35
14        2713.24        2977.61        4273.35
15        2682.23        2953.9        4273.35
16        2652.38        2929.58        4273.35
17        2627.31        2910.62        4273.35
18        2603.12        2893.1        4273.35
19        2581.29        2878.96        4273.35
20        2562.52        2562.52        4273.35
