cost        CG2        HBCS        ScaleStar
2        9339.04        14065.29        9352.57
3        6503.15        10679.13        6495.43
4        5486.94        7984.63        5414.73
5        4860.13        5285.01        5378.04
6        4476.8        4590.48        5378.04
7        4213.57        4265.3        5378.04
8        4018.71        4175.2        5378.04
9        3872.07        4075.74        5378.04
10        3760.89        3987.09        5378.04
11        3669.7        3938.63        5378.04
12        3590.41        3875.25        5378.04
13        3522.02        3848.11        5378.04
14        3464.14        3799.23        5378.04
15        3415.62        3759.92        5378.04
16        3375.11        3725.02        5378.04
17        3338.91        3699.64        5378.04
18        3306.56        3666.16        5378.04
19        3276.64        3648.47        5378.04
20        3248.49        3626.44        5378.04
21        3225.25        3225.25        5378.04
