cost        CG2        HBCS        ScaleStar
2        9400.61        13982.15        9416.12
3        6544.19        10612        6536.01
4        5510.66        8160.95        5447.16
5        4915.08        5359        5417.97
6        4512.03        4669.41        5417.97
7        4243.26        4291.99        5417.97
8        4046.16        4208.1        5417.97
9        3896.94        4104.71        5417.97
10        3787.33        4026.81        5417.97
11        3689.1        3964.63        5417.97
12        3611.86        3905.59        5417.97
13        3545.45        3853.46        5417.97
14        3487.79        3821.42        5417.97
15        3439.14        3794.22        5417.97
16        3398.97        3752.01        5417.97
17        3361.64        3720.39        5417.97
18        3327.72        3690.57        5417.97
19        3298.88        3667.29        5417.97
20        3270.92        3643.68        5417.97
21        3248        3248        5417.97
