cost        CG2        HBCS        ScaleStar
2        9900.71        14772.49        9901.56
3        6877.26        11139.45        6878.18
4        5799.32        8500.37        5734.47
5        5157.1        5824.5        5695.62
6        4743.53        4748.05        5695.62
7        4465.62        4516.99        5695.62
8        4258.02        4413.26        5695.62
9        4101.54        4344.06        5695.62
10        3982.97        4241.8        5695.62
11        3883.69        4176.77        5695.62
12        3800.96        4121.34        5695.62
13        3730.92        4055.46        5695.62
14        3669.99        4017.72        5695.62
15        3621.23        3983.84        5695.62
16        3578.05        3955.11        5695.62
17        3537.36        3919.12        5695.62
18        3503.19        3880.99        5695.62
19        3471.47        3858.89        5695.62
20        3442.36        3842.92        5695.62
21        3417.93        3417.93        5695.62
