cost        CG2        HBCS        ScaleStar
2        8338.45        12586.47        8343.12
3        5798.08        9447.45        5796.95
4        4875.62        7098.89        4834.25
5        4352.38        4676.25        4799.62
6        3997.01        4034.5        4799.62
7        3760.48        3797.58        4799.62
8        3586.02        3715.09        4799.62
9        3455.15        3643.63        4799.62
10        3355.56        3559.17        4799.62
11        3273.24        3494.05        4799.62
12        3201.56        3458.15        4799.62
13        3143.57        3430.51        4799.62
14        3090.68        3389.38        4799.62
15        3050.08        3361.87        4799.62
16        3013.29        3331.69        4799.62
17        2979.83        3296.48        4799.62
18        2950.32        3273.93        4799.62
19        2923.69        3255.77        4799.62
20        2898.85        3239.08        4799.62
21        2878.75        2878.75        4799.62
