cost        CG2        HBCS        ScaleStar
1        7592.92        11338.52        7602.7
2        5280.92        8594.47        5276.18
3        4492.9        6589.2        4403.23
4        3974.6        4260.32        4367.39
5        3644.7        3707.24        4367.39
6        3428.06        3461.6        4367.39
7        3264.76        3387.83        4367.39
8        3143.93        3315.56        4367.39
9        3053.52        3248.44        4367.39
10        2978.58        3199.11        4367.39
11        2916.03        3150.87        4367.39
12        2861.28        3121.15        4367.39
13        2814.82        3090.27        4367.39
14        2775.33        3052.49        4367.39
15        2743.53        3025.51        4367.39
16        2712.88        2999.13        4367.39
17        2685.92        2975.69        4367.39
18        2661.66        2952.18        4367.39
19        2639.72        2939.11        4367.39
20        2621.33        2621.33        4367.39
