cost        CG2        HBCS        ScaleStar
2        8635.6        12782.61        8630.93
3        6007.82        9710.25        5999.54
4        5047.18        7405.08        4999.58
5        4492.92        5112.85        4971.04
6        4144.92        4146.13        4971.04
7        3893.78        3935.73        4971.04
8        3715.52        3850.03        4971.04
9        3578.61        3774.69        4971.04
10        3475.69        3696.28        4971.04
11        3387.77        3628.94        4971.04
12        3317.21        3585.23        4971.04
13        3255.75        3540.38        4971.04
14        3201.72        3501.48        4971.04
15        3157.01        3475.29        4971.04
16        3119.23        3437.71        4971.04
17        3085.64        3417.3        4971.04
18        3055.83        3402.79        4971.04
19        3028.53        3368.86        4971.04
20        3003.24        3351.66        4971.04
21        2981.48        2981.48        4971.04
