cost        CG2        HBCS        ScaleStar
1        8067.04        12158.82        8077.88
2        5613.44        9186.8        5605.3
3        4750.23        6846.44        4673.06
4        4218.07        4552.08        4640.37
5        3876.59        3953.92        4640.37
6        3637.52        3676.39        4640.37
7        3470.69        3589.18        4640.37
8        3343.76        3516.24        4640.37
9        3247.48        3455.53        4640.37
10        3167.4        3391.97        4640.37
11        3098.63        3354.63        4640.37
12        3040.74        3311.74        4640.37
13        2990.75        3284.15        4640.37
14        2949.76        3249.42        4640.37
15        2914.85        3219.03        4640.37
16        2883.4        3189.5        4640.37
17        2854.54        3163.4        4640.37
18        2829.32        3148.35        4640.37
19        2805        3121.57        4640.37
20        2785.48        2785.48        4640.37
