cost        CG2        HBCS        ScaleStar
1        6979.1        10442.32        6988.87
2        5072.2        7715.66        4951.64
3        4159.37        5834.22        4163.83
4        3665.91        4418.05        3853.65
5        3353.94        3389.25        3853.65
6        3166.94        3189.5        3853.65
7        3003.81        3080.78        3853.65
8        2877.63        3009.25        3853.65
9        2787.03        2973.07        3853.65
10        2713.52        2918.5        3853.65
11        2645.87        2878.83        3853.65
12        2594.02        2846.17        3853.65
13        2553.06        2812.43        3853.65
14        2511.84        2775.1        3853.65
15        2477.22        2753.67        3853.65
16        2447.59        2732.63        3853.65
17        2420.92        2712.17        3853.65
18        2397.56        2693.85        3853.65
19        2374.89        2674.16        3853.65
20        2356.32        2356.32        3853.65
