cost        CG2        HBCS        ScaleStar
2        7799.34        11618.31        7804.65
3        5587.07        8686.27        5542.45
4        4644.63        6513.63        4649.41
5        4093.8        5147.8        4301.76
6        3747.08        3945.37        4301.76
7        3535.08        3583.94        4301.76
8        3349.15        3435.33        4301.76
9        3215.18        3364.23        4301.76
10        3111.86        3317.38        4301.76
11        3029.38        3266.98        4301.76
12        2955.33        3229.95        4301.76
13        2896.34        3172.82        4301.76
14        2847.83        3129.64        4301.76
15        2807.46        3101.79        4301.76
16        2765.42        3074.25        4301.76
17        2731.42        3058.67        4301.76
18        2703.05        3025.43        4301.76
19        2676.64        3006.65        4301.76
20        2651.33        2982.2        4301.76
21        2630.42        2630.42        4301.76
