cost        CG2        HBCS        ScaleStar
2        8846.4        13136.28        8860
3        6266.23        9870.37        6290.03
4        5280.51        7459.38        5279.38
5        4656.11        5687.02        4888.69
6        4255.7        4264.71        4888.69
7        4010.25        4068.92        4888.69
8        3806.04        3933.52        4888.69
9        3651.38        3834.48        4888.69
10        3538.76        3765.13        4888.69
11        3442.94        3706.3        4888.69
12        3360.16        3654.55        4888.69
13        3292.13        3604.53        4888.69
14        3239.12        3553.67        4888.69
15        3187.49        3527.83        4888.69
16        3145.22        3504.97        4888.69
17        3105.87        3478.22        4888.69
18        3073.75        3444.65        4888.69
19        3043.44        3421.02        4888.69
20        3014.61        3388.95        4888.69
21        2989.76        2989.76        4888.69
