cost        CG2        HBCS        ScaleStar
1        8040.9        11920.72        8049.19
2        5767.36        8742.01        5738.53
3        4793.12        6728.39        4794.11
4        4222.17        5436.35        4439.17
5        3863.09        3946.09        4439.17
6        3636.19        3688.56        4439.17
7        3452.66        3553.54        4439.17
8        3314.77        3475.84        4439.17
9        3207.24        3415.25        4439.17
10        3124.52        3358.22        4439.17
11        3048.85        3311.98        4439.17
12        2987.63        3266.27        4439.17
13        2939.23        3239.14        4439.17
14        2893.57        3199.98        4439.17
15        2853.54        3181.08        4439.17
16        2817.37        3148.67        4439.17
17        2788.03        3122.44        4439.17
18        2761.14        3096.69        4439.17
19        2736.05        3074.82        4439.17
20        2714.23        2714.23        4439.17
