cost        CG2        HBCS        ScaleStar
2        7155.01        10518.71        7163.51
3        5129.18        7874.79        5076.13
4        4261.47        5857.13        4265.4
5        3759.23        4653.32        3954.09
6        3439.11        3476.74        3954.09
7        3246.8        3280.88        3954.09
8        3076.27        3154.93        3954.09
9        2949.73        3087.09        3954.09
10        2855.78        3047.79        3954.09
11        2780.4        3006.08        3954.09
12        2713.43        2952.33        3954.09
13        2657.6        2908.94        3954.09
14        2613.95        2865.47        3954.09
15        2575.11        2843.61        3954.09
16        2540.29        2821.99        3954.09
17        2507.58        2794.79        3954.09
18        2480.74        2782.62        3954.09
19        2457.23        2750.67        3954.09
20        2433.58        2734.34        3954.09
21        2414.63        2414.63        3954.09
