cost        CG2        HBCS        ScaleStar
2        7429.16        11151.81        7430.22
3        5328.67        8272.29        5269.03
4        4427.03        5975.84        4431.14
5        3905.95        5010.22        4103.25
6        3572.97        3568.86        4103.25
7        3371.72        3419.44        4103.25
8        3197.03        3280.16        4103.25
9        3062.36        3208.18        4103.25
10        2969.33        3159.62        4103.25
11        2889.32        3110.38        4103.25
12        2818.94        3070.22        4103.25
13        2761.97        3029.33        4103.25
14        2715.49        2995.23        4103.25
15        2673.8        2952.01        4103.25
16        2636.57        2930.56        4103.25
17        2605.94        2912.37        4103.25
18        2579.15        2894.01        4103.25
19        2553.44        2872.99        4103.25
20        2529.05        2848.48        4103.25
21        2509.15        2509.15        4103.25
