cost        CG2        HBCS        ScaleStar
2        8183.04        11940.82        8187.07
3        5848.09        9152.43        5802.9
4        4871.3        6780.22        4879.37
5        4298.93        5463        4516.39
6        3931.41        3943.3        4516.39
7        3706.6        3758.1        4516.39
8        3515.74        3618.35        4516.39
9        3373.65        3534.83        4516.39
10        3263.95        3476.53        4516.39
11        3181.22        3428.05        4516.39
12        3104.92        3384.79        4516.39
13        3042.37        3339.95        4516.39
14        2991.89        3287.59        4516.39
15        2945.53        3251.83        4516.39
16        2903.27        3223.65        4516.39
17        2868.62        3199.76        4516.39
18        2838.31        3178.8        4516.39
19        2810.94        3153.8        4516.39
20        2785.04        3131.17        4516.39
21        2762.21        2762.21        4516.39
