cost        CG2        HBCS        ScaleStar
1        8211.56        12306.93        8220.7
2        5814.35        9119.11        5838.29
3        4895.71        6681.49        4898.83
4        4319.38        5388.85        4534.25
5        3950        3951.38        4534.25
6        3723.43        3769.04        4534.25
7        3529.53        3633.72        4534.25
8        3387.29        3542.36        4534.25
9        3281.98        3505.56        4534.25
10        3191.52        3442.1        4534.25
11        3114.87        3390.4        4534.25
12        3052.19        3344.58        4534.25
13        3003.02        3298.47        4534.25
14        2955.92        3275.73        4534.25
15        2914.28        3245.48        4534.25
16        2878.62        3225.06        4534.25
17        2848.72        3195.65        4534.25
18        2821.09        3174.11        4534.25
19        2794.73        3144.28        4534.25
20        2772.37        2772.37        4534.25
