cost        CG2        HBCS        ScaleStar
2        7568.95        11233.8        7576.81
3        5437.36        8475.12        5384.95
4        4513.91        6280.1        4517.17
5        3976.35        5017.19        4175.57
6        3638.68        3677.32        4175.57
7        3429.56        3473.69        4175.57
8        3250.5        3352.64        4175.57
9        3118.52        3259.4        4175.57
10        3020.15        3217.84        4175.57
11        2940.96        3161.57        4175.57
12        2872        3116.7        4175.57
13        2812.98        3077.72        4175.57
14        2768.56        3043.55        4175.57
15        2724.96        3015.39        4175.57
16        2686.5        2986.31        4175.57
17        2652.94        2967.37        4175.57
18        2625.57        2940.38        4175.57
19        2600.48        2926.31        4175.57
20        2576.46        2896.72        4175.57
21        2555.34        2555.34        4175.57
