cost        CG2        HBCS        ScaleStar
1        7286.15        10825.87        7288.28
2        5144.36        7933.18        5156.55
3        4341.82        5976.65        4345.26
4        3831.32        4881.65        4034.01
5        3504        3519.96        4034.01
6        3308.92        3327.79        4034.01
7        3135.45        3235.62        4034.01
8        3005.1        3142.61        4034.01
9        2908.94        3095.87        4034.01
10        2833.45        3055.58        4034.01
11        2764.67        3018.2        4034.01
12        2709.51        2974.7        4034.01
13        2663.89        2928.03        4034.01
14        2624.51        2899.08        4034.01
15        2586.96        2870.13        4034.01
16        2555        2848.69        4034.01
17        2529.08        2826.47        4034.01
18        2504.13        2813.27        4034.01
19        2481.35        2793.46        4034.01
20        2460.64        2460.64        4034.01
