cost        CG2        HBCS        ScaleStar
1        7711.79        11605.18        7719.44
2        5525.73        8570.54        5469.24
3        4590.45        6264.95        4595.19
4        4049.02        5149.89        4256.93
5        3704.81        3702.15        4256.93
6        3490.11        3537.09        4256.93
7        3312.71        3395.06        4256.93
8        3180.43        3326.15        4256.93
9        3078.95        3288.29        4256.93
10        2997.94        3231.46        4256.93
11        2925.45        3180.42        4256.93
12        2865.39        3146.65        4256.93
13        2818.77        3105.95        4256.93
14        2775.97        3074.02        4256.93
15        2736.21        3049.35        4256.93
16        2702.94        3025.16        4256.93
17        2674.79        3006.95        4256.93
18        2648.44        2974.26        4256.93
19        2623.67        2953.42        4256.93
20        2603.13        2603.13        4256.93
