cost        CG2        HBCS        ScaleStar
1        7408.73        10961.16        7412.34
2        5369.5        8139.65        5256.6
3        4418.57        6203.14        4418.35
4        3892.35        4892.19        4090.04
5        3563.57        3595.19        4090.04
6        3355.15        3394.72        4090.04
7        3183.22        3267.2        4090.04
8        3052.96        3196.48        4090.04
9        2957.19        3142.07        4090.04
10        2878.43        3107.93        4090.04
11        2811.73        3056.79        4090.04
12        2753.31        3013.37        4090.04
13        2707.92        2966.91        4090.04
14        2668.93        2942.9        4090.04
15        2630        2924.92        4090.04
16        2597.52        2911.27        4090.04
17        2570.51        2891.64        4090.04
18        2544.56        2862.27        4090.04
19        2520.67        2842.23        4090.04
20        2500.77        2500.77        4090.04
